framework,phase,page,delay_ms,concurrency,repeat,seconds,requests,rps,qps,body_bytes,throughput_mib_s,latency_mean_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,ttfb_p50_ms,ttfb_p95_ms,cpu_pct,cpu_ms_per_req,elu_pct,eld_p99_ms,eld_max_ms,gc_count,gc_count_per_s,gc_total_ms,gc_ms_per_1000_req,gc_observed_pct,gc_max_ms,gc_major_count,rss_start_mib,rss_peak_mib,rss_end_mib,heap_start_mib,heap_peak_mib,heap_end_mib,cgroup_peak_mib,app_throttle_ms,load_cpu_pct,load_worker_eld_p99_max_ms,load_throttle_ms,backend_calls,backend_cpu_pct,backend_delay_mean_ms,backend_delay_p95_ms,backend_delay_max_ms,errors
nuxt,matrix,hello,200,1,1,6.025688774,29,4.812727820449494,4.812727820449494,1413,0.006485351953787932,207.4607519655173,206.85509700000011,211.43018400000005,214.57797800000003,206.65643100000005,211.31464200000005,4.121810496861775,8.607620689655173,3.4662475031682094,14.311423,29.605887,0,0.0,0,0.0,0,0,0,317.6484375,317.6484375,317.6484375,82.8845443725586,90.07089233398438,90.07089233398438,270.80859375,0.0,4.069494447055314,13.099007,0.0,29,1.9791675213604147,201.1650926551605,203.55592899990734,203.61447100003716,0
nuxt,matrix,hello,200,16,1,8.17911956,620,75.8027799265964,75.8027799265964,1413,0.1021474151957328,209.198132585484,207.65643199999977,220.31606499999998,228.20136300000013,207.56468200000018,220.23085700000001,22.508536975149585,2.9784532258064518,20.682046849632854,14.901247,27.967487,10,1.2188907846814614,100.85469500720501,162.66886291484678,1.229308583361416,18.931512996554375,2,266.60546875,266.60546875,266.60546875,27.34600830078125,47.796600341796875,30.906967163085938,219.79296875,0.0,16.173436423917558,13.705215,0.0,620,3.6235068231934235,201.19217777096594,203.06959500000812,205.51272200001404,0
nuxt,matrix,hello,200,16,2,8.13844885,618,75.93584617786226,75.93584617786226,1413,0.10232672753269136,209.18169940291273,207.81705299999976,219.1621950000008,224.98076200000014,207.71538800000053,218.93332299999997,19.31641882722874,2.5478495145631066,16.207565528666613,15.187967,26.443775,8,0.9814187522685859,93.54111801087856,151.3610323800624,1.1475375915505621,15.964687004685402,1,329.80859375,329.93359375,329.93359375,20.22174072265625,54.51367950439453,33.21019744873047,286.0546875,0.0,13.079686012603247,14.958591,0.0,618,2.5675311157228813,201.299393707114,203.53675099974498,205.7244219998829,0
nuxt,matrix,hello,200,64,1,8.20526287,2225,271.16742452396284,271.16742452396284,1413,0.3654094418071361,232.87611339460662,216.70777100000032,334.37418400000024,506.81292499999927,216.6705219999999,334.34330899999986,38.992533003593216,1.4478759550561797,34.36321777213009,29.409279,247.070719,31,3.752163644012554,256.222634062171,115.15624002794202,3.10125565258455,22.98564100265503,5,266.60546875,266.859375,266.734375,28.158973693847656,56.77354431152344,29.96619415283203,219.88671875,0.0,28.88927387340886,18.530303,0.0,2225,7.354775869347902,203.87509613303249,206.5511810000753,377.63787999993656,0
nuxt,matrix,hello,200,64,2,8.200523795999999,2340,285.34762634813535,285.34762634813535,1413,0.3845178566264298,221.02950336068358,219.77876700000002,244.03002199999992,247.081137,219.75264200000015,243.90069000000005,35.03269055947872,1.2306794871794873,29.598834250535333,20.529151,27.803647,32,3.8928050236417207,204.25769394636154,87.2896127975904,2.4847980534745915,15.136284992098808,5,329.18359375,329.80859375,329.80859375,16.720687866210938,59.592987060546875,43.19847106933594,285.9921875,0.0,16.783406432547856,15.032319,0.0,2340,3.5713770589350373,201.64012148418627,203.77799700014293,206.36495300009847,0
nuxt,matrix,hello,50,1,1,6.020933945,106,17.605242138227776,17.605242138227776,1411,0.023690220505751983,56.60045933962266,56.462007999999514,59.850950999999895,62.263800000000174,56.3970989999998,59.6568900000002,9.872744244204796,5.626367924528302,8.869604945309707,14.237695,17.481727,1,0.16554035906077003,17.05528900027275,160.89895283276178,0.2823338664990353,17.05528900027275,0,201.8984375,202.0234375,202.0234375,28.032981872558594,48.50849914550781,36.96039581298828,158.30078125,0.0,5.573418465446662,13.418495,0.0,106,2.3550145945829013,50.862260188675656,52.10813400009647,53.09147899993695,0
nuxt,matrix,hello,50,16,1,8.054197237,2207,274.0186184988506,274.0186184988506,1411,0.3687288958567412,57.95400837109185,55.752880999999434,70.56026199999997,83.25513599999977,55.70338600000014,70.46823100000006,38.26143755791918,1.3993914816492976,33.477266104669276,20.217855,60.194815,34,4.212099689162751,226.4938709437847,102.62522471399397,2.805925774704658,14.72697301208973,7,202.15234375,202.92578125,202.92578125,31.18286895751953,50.82891845703125,50.82891845703125,158.98828125,0.0,22.127806002858755,14.909439,0.0,2207,5.248641290287866,51.20660976936953,53.23879500001203,92.1404470000416,0
nuxt,matrix,hello,50,16,2,8.050457642,2271,282.09576411556753,282.09576411556753,1411,0.3795977813406618,56.367789759137,55.683262999999954,62.28341799999998,71.27412300000015,55.640264,62.24804300000005,39.776355653067085,1.4136688683399383,34.13898337840856,17.596415,24.444927,31,3.840801438696228,263.1774740368128,115.88616205936273,3.260685228751709,19.73199801146984,5,330.9609375,331.0859375,331.0859375,31.928321838378906,51.49140167236328,46.354270935058594,283.69921875,0.0,22.067548936107542,15.073279,0.0,2271,4.820024049030993,50.898246606775174,53.19776900019497,55.98521500034258,0
nuxt,matrix,hello,50,64,1,8.059305774,7096,880.4728594480549,880.4728594480549,1411,1.1847946211635643,72.31342267545085,60.408304000000044,134.48057900000003,200.06528699999944,60.39784700000018,134.46583099999953,77.44489764578965,0.8828125704622323,62.691136515241354,58.261503,139.984895,96,11.868119971808815,452.2058810442686,63.726871624051384,5.5904517168655055,14.609737008810043,19,213.11328125,219.16796875,219.16796875,31.670684814453125,60.45787048339844,50.24095153808594,175.50390625,0.0,30.916955498462613,22.577151,0.0,7096,10.021029962761846,51.53731975887787,54.737623000051826,84.35380099993199,0
nuxt,matrix,hello,50,64,2,8.054105866,9194,1141.5295692613136,1141.5295692613136,1411,1.5360815260197769,55.88467510767899,54.974191000000246,63.26384299999995,69.09620099999938,54.970398999999816,63.25405000000001,51.83878490188696,0.4551081139873831,40.47996638807914,16.482303,21.889023,127,15.73401124436614,518.9196041673422,56.44111422311749,6.42888731251259,9.68537700176239,21,330.1953125,330.9609375,330.9609375,40.61163330078125,55.90745544433594,46.804298400878906,283.52734375,0.0,13.644717976305893,14.958591,0.0,9194,4.324285111356744,50.9711015823377,53.48971600038931,57.09498800011352,0
nuxt,matrix,hello,500,1,1,6.141477293000001,12,1.95392727637005,1.95392727637005,1413,0.002632998696814423,511.23592133333335,509.13075000000026,529.9648969999998,529.9648969999998,508.860823,529.6239780000001,2.8614514974850964,14.679499999999999,2.2499518373090126,14.262271,17.973247,0,0.0,0,0.0,0,0,0,235.73828125,235.86328125,235.86328125,76.35841369628906,80.10260009765625,80.10260009765625,193.73046875,0.0,3.3122490679664915,15.359999,0.0,12,1.2822903677062836,501.20789049998467,502.1248059999198,502.1248059999198,0
nuxt,matrix,hello,500,16,1,8.430458640000001,256,30.366082194550682,30.366082194550682,1413,0.04091956533517849,523.7497139492186,521.6404779999998,555.239448,587.6505550000002,521.57107,554.987602,13.78510193174893,4.55026171875,11.703460140216135,21.168127,48.431103,5,0.5917028266638564,61.36648701131344,239.71283988794312,0.7262144765404999,24.19463500380516,1,235.86328125,235.86328125,199.19140625,88.46449279785156,90.80940246582031,40.613372802734375,193.73046875,0.0,11.187636936104807,15.155199,0.0,256,2.713818849338851,501.9864348476599,504.49115900008474,516.8641940000234,0
nuxt,matrix,hello,500,16,2,8.211593564,256,31.175434829399702,31.175434829399702,1413,0.04201020184892824,510.19935400390654,508.9537110000001,522.190372,525.5791730000001,508.87883599999986,522.131205,6.589954311988611,2.1175390625,5.970142304751603,15.114239,23.707647,3,0.3646970601923266,35.01451200246811,136.77543750964105,0.42565631971230183,16.844379007816315,0,352.7734375,352.7734375,352.7734375,42.302207946777344,51.01063537597656,46.36498260498047,306.76171875,0.0,7.565554164582639,15.024127,0.0,256,1.3149397746295102,500.8233896835827,502.86656899983063,503.71265499992296,0
nuxt,matrix,hello,500,64,1,8.413952038,1024,121.70261909924142,121.70261909924142,1413,0.16399936751101316,521.5671795878911,518.6419479999995,546.7063880000001,556.825016,518.6050770000002,546.691473,21.172449920387315,1.75146875,17.607913647044395,22.495231,38.797311,14,1.6527105536727125,106.52671100199223,104.02999121288303,1.2575558537216829,20.42823500931263,3,199.19140625,201.8984375,201.8984375,42.473060607910156,54.876953125,44.46942138671875,158.03515625,0.0,14.64422591905849,16.015359,0.0,1024,3.4404843571151025,501.8294917939421,505.5167069999734,518.7661419999786,0
nuxt,matrix,hello,500,64,2,8.40121741,1024,121.8870968368381,121.8870968368381,1413,0.16424795897526953,519.2929254042971,518.1360690000001,539.3067509999998,541.952676,518.0155689999997,539.271043,17.2374267959157,1.416943359375,14.246792805284727,19.906559,25.968639,15,1.7820145555583269,89.46223898231983,87.36546775617171,1.06282008026221,16.434753000736237,3,352.7734375,352.7734375,352.7734375,24.43700408935547,53.570640563964844,34.99042510986328,306.76171875,0.0,11.513288490546483,15.015935,0.0,1024,2.06683825704178,501.3386846289095,503.5935720000416,505.91116099990904,0
nuxt,matrix,large,200,1,1,6.208000472000001,28,4.510308935427542,4.510308935427542,1554578,6.686808628291203,221.317942,217.20733199999995,241.64285699999982,270.67761500000006,212.09841100000006,237.04108200000064,8.286965968012122,18.47114285714286,7.389876957842792,19.234815,57.671679,1,0.1602299720028949,32.01868100464344,1143.5243215944085,0.5130352360943641,32.01868100464344,0,281.71484375,366.33984375,299.46484375,47.59956359863281,152.44168090820312,74.96788024902344,321.31640625,0.0,7.200209492514401,17.563647,0.0,28,1.6079577912627065,201.11052510714424,203.22059899999294,203.72161999996752,0
nuxt,matrix,large,200,16,1,8.239627815,465,56.43458787707391,56.43458787707391,1554578,83.66772532726841,275.8829735032258,275.18460200000027,300.84578599999986,319.165263,272.051477,297.8161570000002,32.709946369152064,5.810421505376344,28.258816404300607,69.795839,87.359487,37,4.47941154180744,216.59914799034595,465.8046193340773,2.6222614147394956,18.836082011461258,11,332.68359375,438.19921875,381.73046875,104.37789916992188,219.13411712646484,153.38666534423828,393.08203125,0.0,27.079992073978406,15.556607,0.0,465,1.8441916188763667,201.9412037956984,204.87128299998585,222.7668180000037,0
nuxt,matrix,large,200,16,2,8.058066606999999,480,59.56763866695103,59.56763866695103,1554578,88.31266458853854,267.85913668958324,267.86884999999984,277.1501670000007,280.59242600000016,265.802678,273.8735750000001,32.39143704145667,5.446747916666666,26.673090881546262,57.540607,64.684031,42,5.203565108006652,158.87889005243778,330.99768760924536,1.9684205920849767,8.674523994326591,14,353.0703125,428.6953125,424.3203125,17.68132781982422,112.27987670898438,104.78656768798828,381.04296875,0.0,22.195277343413444,15.466495,0.0,480,1.0599887674460562,202.1173792937363,204.75205399980769,205.18909700028598,0
nuxt,matrix,large,200,64,1,8.384245746000001,1430,170.5579778219444,170.5579778219444,1554578,252.86262516639968,372.32778397622366,368.2012239999999,450.57601999999997,472.5325679999996,363.8622459999997,448.43352200000004,64.99906994785512,3.8195454545454544,51.84647177628504,143.392767,250.609663,122,14.518416561188445,731.0612229853868,511.23162446530546,8.69987816969977,20.271596997976303,38,307.5703125,573.52734375,331.5390625,68.34741973876953,337.6450500488281,90.48455047607422,528.4140625,0.0,49.597399993927986,18.546687,0.0,1430,2.6414483380971707,202.43634302937124,205.78795399994124,209.7947250000434,0
nuxt,matrix,large,200,64,2,8.200836952000001,1482,180.71326239922053,180.71326239922053,1554578,267.91845515637914,349.095357311741,353.6464989999995,380.175155,388.8979279999994,347.57131599999957,375.8016009999999,59.81913685885214,3.315340755735493,45.52646507340528,146.669567,161.349631,125,15.218567647751513,585.5619159638882,395.1160026746884,7.129130904034735,11.216905012726784,40,430.2109375,773.1328125,375.2578125,101.04988861083984,508.2386474609375,41.39446258544922,725.40234375,0.0,39.68398818479979,16.318463,0.0,1482,1.3497920451510914,202.01218740553463,205.18347200006247,206.37735099997371,0
nuxt,matrix,large,50,1,1,6.063846183,90,14.842065132244796,14.842065132244796,1554576,22.0042402696844,67.1653488111111,65.87774600000012,78.94893200000024,90.99736800000005,61.83953199999996,75.04346299999997,21.454080173761596,14.500911111111112,19.1901113384435,24.395775,47.611903,11,1.8082762762138898,107.84699000418186,1198.299888935354,1.7728832135058052,19.27081499993801,3,278.3359375,322.8359375,255.9453125,72.58718872070312,127.70310974121094,44.96184539794922,277.84375,0.0,11.521272835485892,16.146431,0.0,90,2.1034091458265682,51.32503468888786,53.02550899994094,58.378294999944046,0
nuxt,matrix,large,50,16,1,8.068258154,1503,186.28556143247073,186.28556143247073,1554576,276.17937369293657,85.538559497006,80.8573150000002,120.86863500000072,171.65027499999997,79.61807300000055,118.35273499999994,70.80132934117722,3.8089574184963406,54.74321755400905,50.495487,133.169151,269,33.2681456181164,703.5383371114731,468.089379315684,8.700898084368756,17.669628992676735,89,279.58984375,312.35546875,238.26171875,71.53074645996094,106.23526000976562,17.85131072998047,267.359375,0.0,36.71504725422348,15.343615,0.0,1503,1.8241377532421896,50.97704563473008,52.83022500004154,56.83485700003803,0
nuxt,matrix,large,50,16,2,8.065859166000001,1636,202.83022134780475,202.83022134780475,1554576,300.70781152914515,78.70533819437655,78.70503800000006,87.85617399999956,93.89244700000017,77.30768700000044,86.26399300000003,51.610809194591084,2.5490006112469437,42.22507128784818,37.453823,47.349759,146,18.069256593948435,431.889991953969,263.9914376246754,5.3451582773798565,10.017038002610207,48,335.43359375,464.60546875,404.2578125,25.449020385742188,184.54486846923828,108.31982421875,420.6796875,0.0,32.221014227097754,15.048703,0.0,1636,1.100692985320368,51.11185722371414,53.3659270000644,54.16778799984604,0
nuxt,matrix,large,50,64,1,8.126638115999999,2184,268.7458170064282,268.7458170064282,1554576,398.43158456667436,235.31236896978027,186.821503,574.1841279999999,832.1874579999994,182.1284400000004,570.3820300000002,109.22860370217663,4.076837454212455,87.81513045443177,315.883519,516.685823,191,23.431156187934018,1258.7441510111094,576.3480544922662,15.441796231931788,92.41327100992203,59,410.8671875,502.0546875,309.0859375,198.42662048339844,279.91002655029297,81.37128448486328,457.03125,0.0,92.44673182736827,36.110335,0.0,2184,7.246596845947865,51.92477317857084,53.39586899999995,215.36798900004942,0
nuxt,matrix,large,50,64,2,8.142668112,2986,366.71026731391356,366.71026731391356,1554576,543.6696820447869,173.6152895800401,173.1827659999999,217.21643600000016,237.19101300000057,170.77268300000014,209.79576999999972,102.53167567023112,2.8025643000669795,78.84507413284723,130.547711,138.149887,290,35.53126453821418,1183.3160360604525,396.2880227931857,14.498177623991356,14.014220997691154,83,374.69921875,608.74609375,369.65234375,166.80081176757812,311.07984161376953,58.55340576171875,566.84375,0.0,71.36787142281858,16.613375,0.0,2986,1.6624361783719759,51.39017243837774,53.320886000059545,54.43845000024885,0
nuxt,matrix,large,500,1,1,6.293354649,12,1.906773202731674,1.906773202731674,1554578,2.826907798725319,523.9049645833333,522.5789799999998,539.2517720000005,539.2517720000005,517.4009779999997,536.1437290000003,4.5750810506293496,24.11691666666667,3.8817656281600845,20.463615,36.175871,1,0.15808685641231604,24.277740001678467,2023.145000139872,0.3837991597660885,24.277740001678467,0,276.609375,321.109375,271.96875,65.0479965209961,120.7092056274414,61.80602264404297,272.9453125,0.0,5.123986367390659,14.639103,0.0,12,1.2313961376780385,501.2000026666792,503.5152820000658,503.5152820000658,0
nuxt,matrix,large,500,16,1,8.564878294,209,24.40198130385716,24.40198130385716,1554578,36.177428523433356,616.5652879569378,600.0408460000001,715.9779699999999,725.198101,591.888089,708.9721239999999,24.3793451952589,10.014277511961723,20.2978569873622,83.099647,143.654911,37,4.309807300125463,202.2679320126772,967.7891483860153,2.3560427296473434,22.23836299777031,12,253.85546875,282.10546875,241.98046875,37.17218017578125,71.68745422363281,22.936500549316406,233.90625,0.0,21.524895938670568,21.217279,0.0,209,3.0076695828278006,503.84668143061947,514.837121999939,517.1263630000176,0
nuxt,matrix,large,500,16,2,8.533344601000001,240,28.12496286296407,28.12496286296407,1554578,41.696976201611484,567.2233012125,566.848164,582.0082389999998,587.569395,562.823774,575.8923020000002,14.945171536800416,5.32205,13.071805524718888,52.232191,70.123519,22,2.5741472882442635,88.36470499634743,368.1862708181143,1.0339262079220546,10.065161988139153,7,358.74609375,429.99609375,329.05859375,46.38020324707031,136.6717987060547,16.329864501953125,385.8828125,0.0,12.944095722392515,15.425535,0.0,240,1.0659222406208555,502.24651659999705,504.1098119998351,504.7530940002762,0
nuxt,matrix,large,500,64,1,8.284079333,707,85.34442652952802,85.34442652952802,1554578,126.52832785169662,743.8624433125883,732.644847,889.6642470000002,896.2331520000002,717.0530100000001,885.1353859999999,43.41440894385952,5.1044101838755305,35.54812012523079,195.166207,382.205951,73,8.781966430287548,402.912583976984,569.8905006746592,4.847075050446968,16.115981996059418,21,242.2734375,447.5703125,266.4765625,26.43120574951172,239.4372100830078,55.574440002441406,399.5625,0.0,38.18935742037294,19.759103,0.0,707,2.0326193986256063,502.45669236775115,505.5590749999974,506.91156299994327,0
nuxt,matrix,large,500,64,2,8.652869695000001,835,96.49977746486796,96.49977746486796,1554578,143.06681733301116,660.6788126994005,664.9353730000003,701.448253,719.1542020000002,658.9800989999999,696.0323859999999,34.510033082542705,3.581131736526946,27.94116393283939,132.841471,168.034303,73,8.424836142274689,356.03945095837116,426.3945520459535,4.109005526725646,17.092001006007195,22,328.5546875,643.57421875,329.05859375,16.75959014892578,355.7284393310547,16.692947387695312,599.5390625,0.0,25.416341476757374,15.540223,0.0,835,1.4226786931998836,503.23293709220354,506.73497599968687,507.96712200017646,0
nuxt,matrix,medium,200,1,1,6.056814172,28,4.622892366327002,4.622892366327002,810026,3.5711889380706747,215.96046071428574,214.0887900000007,225.83582100000004,244.49378499999966,211.49272700000006,223.251132,6.900171973045383,14.9975,5.8448465040763455,16.736255,26.099711,3,0.49295158524363936,36.6812449991703,1310.0444642560822,0.602735929035044,25.059375002980232,1,320.69921875,362.37109375,277.99609375,96.4118881225586,150.59618377685547,44.07713317871094,317.71875,0.0,6.572844854617962,14.680063,0.0,28,1.4187180251964802,201.0591179285714,202.0817270000698,202.9965239999583,0
nuxt,matrix,medium,200,16,1,8.229803249,514,62.455928100402154,62.455928100402154,810026,48.24726640267978,255.3749914046692,255.29451999999947,284.1519109999999,294.8205680000001,252.7229559999996,283.28582000000006,28.49779916626494,4.574114785992218,25.10959030644255,53.706751,88.735743,33,3.999954797601726,170.83476400375366,332.363354092906,2.0707010117393123,17.19735500216484,11,339.15625,339.15625,331.40625,127.29357147216797,128.37718200683594,112.09477996826172,294.390625,0.0,22.247365447998614,14.778367,0.0,514,1.708140665527683,201.8864333307371,203.6987880000379,211.30573400005233,0
nuxt,matrix,medium,200,16,2,8.158533962,530,64.96265168087561,64.96265168087561,810026,50.18371285481734,245.80707869056596,246.04729199999974,263.9634640000004,267.55101600000035,243.99482699999953,262.800878,25.897255516449206,3.9937169811320756,21.987743757439333,42.565631,45.219839,33,4.03751851749599,121.91199299693108,230.02262829609637,1.4915816037271232,9.93248599767685,11,388.79296875,425.87109375,423.22265625,74.96033477783203,116.82025909423828,111.64888763427734,378.55078125,0.0,18.964916139152017,15.138815,0.0,530,1.358020139404411,201.75511142263926,205.05272099981084,205.4114310001023,0
nuxt,matrix,medium,200,64,1,8.158301019,1815,222.47279130458867,222.47279130458867,810026,171.8604519360454,286.04302063856767,279.93012,361.3967029999999,428.56648099999984,277.65521100000024,358.2307460000002,55.04260850996633,2.4790077134986226,45.73085840343497,88.080383,179.961855,83,10.15365942501922,516.5843869894743,284.6194969638977,6.319544493702954,20.971621990203857,24,458.95703125,458.95703125,259.46484375,238.74844360351562,241.21060943603516,19.91150665283203,414.21875,0.0,44.740192582112776,15.892479,0.0,1815,2.5686576349610073,201.45168702259093,203.56316800008062,219.39741099998355,0
nuxt,matrix,medium,200,64,2,8.262709536000001,1799,217.72518955941666,217.72518955941666,810026,168.19292487912756,292.595792116175,293.4462110000004,312.5547209999995,317.3350260000002,291.815748,310.6995490000004,44.78292549875677,2.059928293496387,34.57953445945054,86.573055,104.136703,78,9.42592104374192,349.8281560689211,194.45700726454757,4.22750330510702,12.036114990711212,23,362.65625,638.42578125,349.3359375,30.99951934814453,343.3898391723633,17.621742248535156,591.12109375,0.0,29.099343490673625,15.106047,0.0,1799,1.4867820394202895,202.35148299777214,204.57384500000626,207.20339399995282,0
nuxt,matrix,medium,50,1,1,6.0391714919999995,96,15.896220222785487,15.896220222785487,810024,12.279815568677513,62.6955219270833,61.8384589999996,69.5894629999998,87.0708510000004,59.67645700000003,66.33400299999994,15.49097449771314,9.815468749999999,13.839419919421857,19.070975,36.274175,4,0.6575918961975683,55.18541198968887,574.8480415592591,0.907236992818588,24.580140992999077,1,370.93359375,419.67578125,331.390625,141.27139282226562,204.0326385498047,116.59266662597656,374.86328125,0.0,9.288939016780233,14.786559,0.0,96,2.3173250943817125,51.29292784375745,52.63653599994723,56.49228799995035,0
nuxt,matrix,medium,50,16,1,8.065608609,1823,226.02138144489277,226.02138144489277,810024,174.60131023742468,70.14028669994511,69.39017100000001,78.7029279999997,103.599279,68.68479699999989,78.01488599999993,40.624827774208974,1.8035030170049369,33.62105257519278,29.229055,37.289983,108,13.34479007944729,313.9906340241432,172.23841690847132,3.8797584240414364,10.548590987920761,35,261.08984375,365.47265625,339.96484375,20.095252990722656,153.5284423828125,120.6017837524414,318.51953125,0.0,27.91817173215996,13.647871,0.0,1823,1.4948635109126767,51.299753492593155,53.18036899995059,54.92649499990512,0
nuxt,matrix,medium,50,16,2,8.028236317,1875,233.55067364293186,233.55067364293186,810024,180.41768156713698,68.36881545013331,68.3648519999997,75.79645500000015,84.855688,67.64997499999936,74.72699299999977,41.507574892173444,1.7804762666666667,32.65383403643897,22.511615,25.280511,114,14.174075783491555,281.06842915713787,149.9031622171402,3.4946361537019293,8.518981009721756,37,426.921875,468.671875,365.1484375,111.7730484008789,163.42900848388672,41.633506774902344,422.48828125,0.0,24.47873676140181,15.056895,0.0,1875,1.2512728722624136,51.03905015732497,53.21401900006458,54.53927299985662,0
nuxt,matrix,medium,50,64,1,8.109487847,4594,566.4969337982905,566.4969337982905,810024,437.6183627157463,111.98479340901177,112.53961700000036,134.58767399999988,149.54976799999986,111.57236699999976,133.7966319999996,88.30955995829189,1.5628541575968655,71.50670202452464,65.372159,74.907647,206,25.337601286796712,959.0126421749592,208.75329607639512,11.795669881760466,13.075842007994652,59,328.37890625,501.76953125,317.6484375,98.05780792236328,292.9242630004883,81.61128234863281,454.76953125,0.0,63.903904788753366,14.295039,0.0,4594,2.6053940134808515,51.300520719852834,53.00324399990495,54.430828000069596,0
nuxt,matrix,medium,50,64,2,8.075487319999999,5331,660.145919218656,660.145919218656,810024,509.96211821477186,96.5076238465578,95.39275799999996,124.3338789999998,134.44436399999995,94.67846400000053,122.63683199999991,97.86517157349004,1.4844224348152317,77.22879834020432,49.938431,59.146239,220,27.207250215541492,1042.261533036828,195.50957288254136,12.88957741789402,12.145241007208824,61,572.97265625,641.64453125,473.36328125,265.45719146728516,367.45811462402344,168.8655776977539,595.47265625,0.0,64.77083327447114,15.163391,0.0,5331,2.5421810604123225,51.24470788257466,53.25039399974048,56.38806900009513,0
nuxt,matrix,medium,500,1,1,6.256019705,12,1.918152526023733,1.918152526023733,810026,1.4817747288178449,520.7649090000001,519.1550560000001,535.1112210000001,535.1112210000001,515.7354490000002,525.2636459999999,4.377289008967549,22.920666666666666,3.9696616134704716,17.563647,46.661631,0,0.0,0,0.0,0,0,0,222.3359375,250.11328125,250.11328125,38.08605194091797,74.30982971191406,74.30982971191406,203.91015625,0.0,5.497446684554917,16.375807,0.0,12,1.7598327652853853,500.7873694999823,502.60304199997336,502.60304199997336,0
nuxt,matrix,medium,500,16,1,8.441021861,240,28.432576523568848,28.432576523568848,810026,21.964193564491634,561.55159945,559.1031470000003,604.846863,617.9918379999999,557.5220009999998,572.8167659999999,15.502966272944127,5.466008333333334,12.695157477495528,45.907967,67.239935,24,2.8362500251604925,93.79767395555973,390.8236414814989,1.1084735629852165,10.621658995747566,8,260.5546875,269.4765625,226.16796875,64.67471313476562,70.02286529541016,17.440940856933594,221.19921875,0.0,14.12557224983405,14.942207,0.0,240,1.783109444303307,501.64755403333595,503.2450840000529,505.1178839999484,0
nuxt,matrix,medium,500,16,2,8.241860937000002,240,29.1196371589544,29.1196371589544,810026,22.494948586768338,548.245682658333,549.2289860000001,559.117139,562.222689,546.523813,554.6703770000004,11.884338600187537,4.0889541666666664,10.049169365971068,34.734079,47.710207,15,1.8165309079931098,62.413001999258995,260.0541749969125,0.7558343146152648,9.124982997775078,4,447.69140625,447.69140625,365.7265625,136.56051635742188,138.70631408691406,41.280303955078125,399.87109375,0.0,11.558282736364808,15.007743,0.0,240,0.9820174503006243,501.91267177914466,505.05961699970067,505.4721599998884,0
nuxt,matrix,medium,500,64,1,8.419837874,837,99.40808986175497,99.40808986175497,810026,76.79284801326554,631.1148344348858,628.5852490000002,732.2121559999996,735.5926869999998,622.378205,728.9638679999998,31.03141485246943,3.1285710872162484,25.685112045500574,88.145919,203.161599,50,5.925160190174924,266.86730797588825,318.8378828863659,3.162463098555768,21.613430008292198,13,294.421875,448.359375,267.60546875,89.574462890625,250.10315704345703,53.86491394042969,400.30859375,0.0,23.529456250389416,16.769023,0.0,837,3.4487159567235772,504.59357685663224,516.646674000076,525.2808300000615,0
nuxt,matrix,medium,500,64,2,8.598779029,896,104.20084025629403,104.20084025629403,810026,80.49525244659884,611.4874545736604,611.649156,635.0628860000006,647.5596699999996,608.5154390000002,633.1870060000001,24.75947790856524,2.3785535714285717,19.592301111641394,93.257727,109.051903,39,4.530906943905569,188.22034394741058,210.06734815559216,2.1866893932708127,11.229239001870155,10,353.1953125,686.62109375,373.4453125,17.671730041503906,388.50531005859375,40.994903564453125,638.83203125,0.0,16.55717685773208,15.097855,0.0,896,1.404036786516811,503.9522949520012,507.9475420000963,510.86446599988267,0
nuxt,sustained,large,50,64,1,30.159737437,11657,386.5086698566274,386.5086698566274,1554576,573.0219859609952,164.96106283263313,164.94095200000083,195.28485100000034,219.03589799999827,163.45983200000046,193.68210700000054,99.66969580085822,2.5803368791284207,76.92160592886297,114.229247,127.729663,971,32.175044532794054,4364.217071920633,374.38595452694807,14.461264535512505,14.763659000396729,302,309.1328125,651.484375,443.73828125,72.08814239501953,416.32057189941406,151.80624389648438,615.1796875,0.0,66.90255083612395,15.761407,0.0,11657,1.4766859552878886,51.56265770258078,53.484186000190675,55.605648999568075,0
nuxt,sustained,large,50,64,2,30.139271993999998,11762,390.25494717793885,390.25494717793885,1554576,578.5760638848222,163.55935136141838,161.92866800000002,197.60329299999967,221.44121099999938,160.44065300000148,195.32841799999733,101.11534921494018,2.5934489882673017,78.24912844198994,108.199935,136.839167,950,31.49066313973414,4329.433084204793,368.086472045978,14.351233562180354,18.734131008386612,293,273.28125,701.4765625,379.28515625,47.19866180419922,430.8467559814453,79.67695617675781,663.4453125,0.0,68.90683630985517,15.359999,0.0,11762,1.610845380321869,51.42422821807687,53.55301799997687,56.004520000424236,0
react-router,matrix,hello,200,1,1,6.0352693120000005,29,4.8050879755007685,4.8050879755007685,2746,0.012583514767384636,207.819324724138,207.68158300000005,210.744465,212.13879999999972,207.414625,210.41850599999998,3.878509856490365,8.096862068965518,3.180399098018211,13.549567,27.426815,0,0.0,0,0.0,0,0,0,284.0859375,284.0859375,284.0859375,21.75170135498047,30.560813903808594,30.560813903808594,239.34375,0.0,3.874469522841075,13.721599,0.0,29,1.393910041075069,201.3624326206808,203.2733250001911,203.60628299997188,0
